model,freeze,head_type,subset_ratio,pct_data,seed,n_train,f1,auroc,clip_f1,clip_auroc,micro_f1,macro_f1,clin_sensitivity,clin_specificity,clin_f1,checkpoint_dir,sens_mayo0,sens_mayo1,sens_mayo2,sens_mayo3,spec_mayo0,spec_mayo1,spec_mayo2,spec_mayo3
resnet50_imagenet,finetune,linear,0.25,25,256,1942,0.28,0.593,0.293,0.637,0.33294460641399415,0.2797712688596535,0.6990654205607477,0.4033898305084746,0.46373217606943584,output/mes/models/resnet50_imagenet/0/linear/20260606_081537,0.3259493670886076,0.021551724137931036,0.5540540540540541,0.3891213389121339,0.8109517601043025,0.8799730276466622,0.5602536997885835,0.8665311653116531
efficientnetb0,finetune,linear,0.25,25,256,1942,0.38,0.699,0.319,0.82,0.6058309037900874,0.38066967273650437,0.5495327102803739,0.8813559322033898,0.6068111455108359,output/mes/models/efficientnetb0/0/linear/20260606_080903,0.9092827004219409,0.01293103448275862,0.19256756756756757,0.4895397489539749,0.5241199478487614,0.9656102494942683,0.9217758985200846,0.8990514905149052
vits16_gastronet,finetune,linear,0.25,25,256,1942,0.35,0.7,0.311,0.706,0.606997084548105,0.35058557677360364,0.36261682242990656,0.9601694915254237,0.5,output/mes/models/vits16_gastronet/0/linear/20260606_082306,0.9725738396624473,0.04741379310344827,0.09797297297297297,0.3305439330543933,0.3728813559322034,0.959541469993257,0.9689922480620154,0.9397018970189702
resnet50_200K,finetune,linear,0.25,25,256,1942,0.363,0.654,0.355,0.781,0.5661807580174927,0.36297547231399374,0.5420560747663551,0.8279661016949152,0.5642023346303502,output/mes/models/resnet50_200K/0/linear/20260606_082312,0.8481012658227848,0.05172413793103448,0.11486486486486487,0.5062761506276151,0.5827900912646675,0.9420094403236683,0.8703312191684285,0.8956639566395664
resnet50_1M,finetune,linear,0.25,25,256,1942,0.36,0.716,0.311,0.742,0.611661807580175,0.3605472109555899,0.4934579439252336,0.9288135593220339,0.5979614949037373,output/mes/models/resnet50_1M/0/linear/20260606_083128,0.9472573839662447,0.02586206896551724,0.07432432432432433,0.5146443514644351,0.4810951760104302,0.9561699258260283,0.9591261451726568,0.9017615176151762
efficientnetb0,finetune,linear,0.25,25,364,1461,0.193,0.488,0.138,0.501,0.20524781341107873,0.19372765497900402,0.6785046728971963,0.28220338983050847,0.4160458452722063,output/mes/models/efficientnetb0/0/linear/20260606_084918,0.14451476793248946,0.07758620689655173,0.30405405405405406,0.4476987447698745,0.8578878748370273,0.837491571139582,0.8132487667371389,0.4932249322493225
vits16_imagenet,finetune,linear,0.25,25,364,1461,0.23,0.47,0.345,0.545,0.27871720116618076,0.2305584637860483,0.5177570093457944,0.5322033898305085,0.40615835777126097,output/mes/models/vits16_imagenet/0/linear/20260606_085338,0.3259493670886076,0.1939655172413793,0.13175675675675674,0.35564853556485354,0.6857887874837028,0.803776129467296,0.828752642706131,0.6869918699186992
resnet50_5M,finetune,linear,0.25,25,256,1942,0.387,0.712,0.311,0.779,0.6157434402332361,0.38706469359848455,0.508411214953271,0.8872881355932203,0.5787234042553191,output/mes/models/resnet50_5M/0/linear/20260606_084333,0.9324894514767933,0.05172413793103448,0.14189189189189189,0.49372384937238495,0.5449804432855281,0.9561699258260283,0.9323467230443975,0.8990514905149052
resnet50_imagenet,finetune,linear,0.25,25,364,1461,0.23,0.548,0.119,0.579,0.26763848396501455,0.2299771554118462,0.6710280373831776,0.28220338983050847,0.41240666283744976,output/mes/models/resnet50_imagenet/0/linear/20260606_085819,0.20569620253164558,0.034482758620689655,0.5844594594594594,0.3472803347280335,0.8044328552803129,0.894807821982468,0.5341789992952783,0.80420054200542
vits16_gastronet,finetune,linear,0.25,25,364,1461,0.179,0.384,0.156,0.404,0.23790087463556853,0.17959437506813536,0.37383177570093457,0.35338983050847456,0.26702269692923897,output/mes/models/vits16_gastronet/0/linear/20260606_090347,0.310126582278481,0.04741379310344827,0.22635135135135134,0.1506276150627615,0.5801825293350718,0.9157113958192852,0.766737138830162,0.6415989159891599
resnet50_200K,finetune,linear,0.25,25,364,1461,0.225,0.502,0.188,0.472,0.2909620991253644,0.22488333923451193,0.680373831775701,0.3313559322033898,0.4312796208530806,output/mes/models/resnet50_200K/0/linear/20260606_090515,0.33755274261603374,0.004310344827586207,0.32432432432432434,0.34309623430962344,0.7288135593220338,0.9777478084962913,0.4904862579281184,0.8292682926829268
resnet50_1M,finetune,linear,0.25,25,364,1461,0.323,0.622,0.323,0.718,0.48104956268221577,0.32361306850190613,0.6934579439252336,0.6805084745762712,0.578332034294622,output/mes/models/resnet50_1M/0/linear/20260606_090806,0.6529535864978903,0.04741379310344827,0.10472972972972973,0.6861924686192469,0.7040417209908736,0.925826028320971,0.8801973220577872,0.7405149051490515
efficientnetb0,finetune,linear,0.25,25,420,1733,0.279,0.557,0.219,0.591,0.3638483965014577,0.2793869842860152,0.5271028037383177,0.5745762711864407,0.4275966641394996,output/mes/models/efficientnetb0/0/linear/20260606_091826,0.45358649789029537,0.09051724137931035,0.3885135135135135,0.24267782426778242,0.529335071707953,0.9197572488199596,0.7392529950669485,0.8367208672086721
resnet50_5M,finetune,linear,0.25,25,364,1461,0.371,0.652,0.311,0.771,0.5871720116618075,0.3713614952176886,0.5121495327102804,0.888135593220339,0.5823591923485654,output/mes/models/resnet50_5M/0/linear/20260606_090933,0.8871308016877637,0.03879310344827586,0.14527027027027026,0.4769874476987448,0.4784876140808344,0.9602157788267026,0.919661733615222,0.9085365853658537
resnet50_imagenet,finetune,linear,0.25,25,420,1733,0.297,0.649,0.321,0.667,0.30262390670553935,0.2977283475624489,0.8672897196261682,0.26610169491525426,0.4975871313672922,output/mes/models/resnet50_imagenet/0/linear/20260606_092741,0.14345991561181434,0.1853448275862069,0.581081081081081,0.702928870292887,0.8696219035202086,0.9285232636547539,0.6081747709654687,0.7059620596205962
vits16_imagenet,finetune,linear,0.25,25,420,1733,0.41,0.683,0.507,0.722,0.5008746355685131,0.4103106620594082,0.5196261682242991,0.7432203389830508,0.4982078853046595,output/mes/models/vits16_imagenet/0/linear/20260606_092300,0.6571729957805907,0.35344827586206895,0.23648648648648649,0.3514644351464435,0.5423728813559322,0.947403910991234,0.8019732205778718,0.9010840108401084
resnet50_200K,finetune,linear,0.25,25,420,1733,0.353,0.667,0.447,0.738,0.37026239067055394,0.3539380472851399,0.6934579439252336,0.49745762711864405,0.494996664442962,output/mes/models/resnet50_200K/0/linear/20260606_093443,0.3808016877637131,0.375,0.14527027027027026,0.602510460251046,0.7105606258148631,0.9453809844908968,0.6920366455250176,0.7696476964769647
vits16_gastronet,finetune,linear,0.25,25,420,1733,0.408,0.689,0.438,0.743,0.4921282798833819,0.4087346050148979,0.6205607476635514,0.7127118644067797,0.5505804311774462,output/mes/models/vits16_gastronet/0/linear/20260606_093347,0.6255274261603375,0.34913793103448276,0.11148648648648649,0.5732217573221757,0.6166883963494133,0.9487525286581254,0.7970401691331924,0.8556910569105691
resnet50_1M,finetune,linear,0.25,25,420,1733,0.365,0.706,0.459,0.771,0.4209912536443149,0.36606296859357945,0.8429906542056075,0.5601694915254237,0.5993355481727575,output/mes/models/resnet50_1M/0/linear/20260606_094526,0.4219409282700422,0.4396551724137931,0.037162162162162164,0.8744769874476988,0.8409387222946545,0.9184086311530681,0.8400281888653982,0.6456639566395664
resnet50_5M,finetune,linear,0.25,25,420,1733,0.42,0.693,0.458,0.765,0.49795918367346936,0.42018703580583894,0.6616822429906543,0.6686440677966101,0.553125,output/mes/models/resnet50_5M/0/linear/20260606_094626,0.6107594936708861,0.39655172413793105,0.12162162162162163,0.6150627615062761,0.7170795306388527,0.9447066756574511,0.7942212825933757,0.8170731707317073
efficientnetb0,finetune,linear,0.5,50,42,3609,0.267,0.547,0.211,0.601,0.33877551020408164,0.26768865335108527,0.4785046728971963,0.5338983050847458,0.38180462341536164,output/mes/models/efficientnetb0/0/linear/20260606_095349,0.43248945147679324,0.1896551724137931,0.24324324324324326,0.2301255230125523,0.6910039113428944,0.8530006743088334,0.7265680056377731,0.8028455284552846
vits16_imagenet,finetune,linear,0.5,50,42,3609,0.278,0.585,0.183,0.623,0.43790087463556854,0.2782222756095298,0.27476635514018694,0.7779661016949152,0.3114406779661017,output/mes/models/vits16_imagenet/0/linear/20260606_095813,0.6708860759493671,0.12931034482758622,0.18243243243243243,0.1297071129707113,0.35723598435462844,0.9008766014834795,0.8583509513742071,0.9166666666666666
resnet50_imagenet,finetune,linear,0.5,50,42,3609,0.313,0.617,0.445,0.781,0.37142857142857144,0.3135365020069617,0.6299065420560748,0.4703389830508475,0.45023380093520377,output/mes/models/resnet50_imagenet/0/linear/20260606_100005,0.41983122362869196,0.1336206896551724,0.28040540540540543,0.5230125523012552,0.6466753585397653,0.9642616318273769,0.704721634954193,0.7730352303523035
vits16_gastronet,finetune,linear,0.5,50,42,3609,0.25,0.656,0.137,0.701,0.5446064139941691,0.2500008570999406,0.14953271028037382,0.9542372881355933,0.23916292974588937,output/mes/models/vits16_gastronet/0/linear/20260606_100622,0.9377637130801688,0.03879310344827586,0.06418918918918919,0.07112970711297072,0.1981747066492829,0.9541469993256911,0.959830866807611,0.9722222222222222
resnet50_200K,finetune,linear,0.5,50,42,3609,0.343,0.622,0.237,0.744,0.5720116618075802,0.3438151757861546,0.394392523364486,0.923728813559322,0.5047846889952153,output/mes/models/resnet50_200K/0/linear/20260606_100936,0.9071729957805907,0.1206896551724138,0.11148648648648649,0.2510460251046025,0.36897001303780963,0.9716790289952798,0.952783650458069,0.9044715447154471
resnet50_1M,finetune,linear,0.5,50,42,3609,0.371,0.686,0.237,0.768,0.60932944606414,0.3706986151214759,0.38878504672897196,0.964406779661017,0.5299363057324841,output/mes/models/resnet50_1M/0/linear/20260606_101759,0.9609704641350211,0.06465517241379311,0.17567567567567569,0.2803347280334728,0.3350717079530639,0.9804450438300741,0.9746300211416491,0.9356368563685636
resnet50_5M,finetune,linear,0.5,50,42,3609,0.439,0.703,0.457,0.862,0.6075801749271137,0.43892630152133427,0.47289719626168225,0.9084745762711864,0.5647321428571429,output/mes/models/resnet50_5M/0/linear/20260606_103315,0.8818565400843882,0.2413793103448276,0.21621621621621623,0.3598326359832636,0.46936114732724904,0.9629130141604855,0.9591261451726568,0.8963414634146342
efficientnetb0,finetune,linear,0.5,50,84,3674,0.395,0.736,0.379,0.787,0.597667638483965,0.3961039724724057,0.32710280373831774,0.9186440677966101,0.43424317617866004,output/mes/models/efficientnetb0/0/linear/20260606_103912,0.9124472573839663,0.2413793103448276,0.07432432432432433,0.34309623430962344,0.42242503259452413,0.9460552933243426,0.9429175475687104,0.9417344173441734
vits16_imagenet,finetune,linear,0.5,50,84,3674,0.394,0.776,0.457,0.801,0.602332361516035,0.3940254003064187,0.4093457943925234,0.9423728813559322,0.5328467153284672,output/mes/models/vits16_imagenet/0/linear/20260606_104548,0.9092827004219409,0.29310344827586204,0.02702702702702703,0.39748953974895396,0.49282920469361147,0.9265003371544167,0.9570119802677942,0.9166666666666666
resnet50_imagenet,finetune,linear,0.5,50,84,3674,0.363,0.689,0.467,0.772,0.3813411078717201,0.3631424373697881,0.7289719626168224,0.5322033898305085,0.5280974949221394,output/mes/models/resnet50_imagenet/0/linear/20260606_110341,0.3111814345991561,0.4224137931034483,0.28378378378378377,0.7405857740585774,0.8461538461538461,0.8233310856372218,0.8019732205778718,0.7289972899728997
vits16_gastronet,finetune,linear,0.5,50,84,3674,0.448,0.789,0.457,0.781,0.6425655976676384,0.44846738218354754,0.45794392523364486,0.9508474576271186,0.5847255369928401,output/mes/models/vits16_gastronet/0/linear/20260606_110939,0.9240506329113924,0.4353448275862069,0.0,0.5230125523012552,0.5567144719687093,0.9359406608226568,0.9619450317124736,0.9159891598915989
resnet50_1M,finetune,linear,0.5,50,84,3674,0.308,0.637,0.305,0.693,0.3335276967930029,0.3083812432277371,0.7570093457943925,0.502542372881356,0.5304518664047151,output/mes/models/resnet50_1M/0/linear/20260606_112214,0.34282700421940926,0.2974137931034483,0.20945945945945946,0.48535564853556484,0.8826597131681877,0.8388401888064734,0.6293164200140944,0.8048780487804879
resnet50_200K,finetune,linear,0.5,50,84,3674,0.424,0.768,0.443,0.813,0.632069970845481,0.424401867984876,0.5457943925233645,0.95,0.6591422121896162,output/mes/models/resnet50_200K/0/linear/20260606_111152,0.9272151898734177,0.34051724137931033,0.0,0.5271966527196653,0.5619295958279009,0.9527983816587997,0.9619450317124736,0.8841463414634146
resnet50_5M,finetune,linear,0.5,50,84,3674,0.427,0.753,0.443,0.803,0.6384839650145773,0.4269940982800953,0.5850467289719626,0.9127118644067796,0.658254468980021,output/mes/models/resnet50_5M/0/linear/20260606_112924,0.9388185654008439,0.23706896551724138,0.033783783783783786,0.5857740585774058,0.590612777053455,0.9730276466621712,0.9464411557434813,0.8712737127371274
efficientnetb0,finetune,linear,0.5,50,128,3492,0.386,0.674,0.382,0.841,0.5790087463556851,0.3867886579532273,0.3775700934579439,0.8813559322033898,0.4606613454960091,output/mes/models/efficientnetb0/0/linear/20260606_113930,0.869198312236287,0.21982758620689655,0.2702702702702703,0.1589958158995816,0.47979139504563234,0.933243425488874,0.8900634249471459,0.9539295392953929
resnet50_imagenet,finetune,linear,0.5,50,128,3492,0.121,0.559,0.141,0.628,0.16268221574344024,0.12169069234721343,0.9887850467289719,0.019491525423728815,0.4763619990995047,output/mes/models/resnet50_imagenet/0/linear/20260606_115209,0.0031645569620253164,0.01293103448275862,0.21621621621621623,0.8744769874476988,0.9973924380704041,0.98583951449764,0.634954193093728,0.39363143631436315
vits16_imagenet,finetune,linear,0.5,50,128,3492,0.329,0.636,0.354,0.769,0.5148688046647231,0.32959424777675006,0.3121495327102804,0.8567796610169491,0.38346727898966704,output/mes/models/vits16_imagenet/0/linear/20260606_115027,0.7932489451476793,0.1939655172413793,0.08445945945945946,0.25523012552301255,0.4771838331160365,0.877950101146325,0.9013389711064129,0.9254742547425474
vits16_gastronet,finetune,linear,0.5,50,128,3492,0.364,0.669,0.457,0.664,0.5889212827988338,0.3637082528384675,0.47289719626168225,0.8754237288135593,0.5411764705882353,output/mes/models/vits16_gastronet/0/linear/20260606_115908,0.9156118143459916,0.1336206896551724,0.02702702702702703,0.4309623430962343,0.5084745762711864,0.973701955495617,0.8992248062015504,0.9010840108401084
resnet50_200K,finetune,linear,0.5,50,128,3492,0.396,0.667,0.457,0.789,0.5848396501457725,0.3961758896091526,0.4205607476635514,0.923728813559322,0.5294117647058824,output/mes/models/resnet50_200K/0/linear/20260606_120009,0.879746835443038,0.20689655172413793,0.14864864864864866,0.32217573221757323,0.41590612777053454,0.9527983816587997,0.9570119802677942,0.9098915989159891
resnet50_1M,finetune,linear,0.5,50,128,3492,0.381,0.721,0.311,0.779,0.6186588921282798,0.38121843722805215,0.4504672897196262,0.9635593220338983,0.5885225885225885,output/mes/models/resnet50_1M/0/linear/20260606_120846,0.9630801687763713,0.09482758620689655,0.10135135135135136,0.401673640167364,0.4198174706649283,0.9656102494942683,0.9704016913319239,0.9214092140921409
resnet50_5M,finetune,linear,0.5,50,128,3492,0.407,0.669,0.436,0.799,0.5965014577259475,0.4071214268846559,0.4766355140186916,0.8991525423728813,0.5610561056105611,output/mes/models/resnet50_5M/0/linear/20260606_121625,0.8871308016877637,0.23275862068965517,0.125,0.3807531380753138,0.5215123859191656,0.9467296021577882,0.930937279774489,0.8997289972899729
efficientnetb0,finetune,linear,0.5,50,256,3565,0.342,0.637,0.389,0.723,0.5545189504373178,0.342702631862384,0.28785046728971964,0.8508474576271187,0.3560693641618497,output/mes/models/efficientnetb0/0/linear/20260606_123110,0.8765822784810127,0.1853448275862069,0.057432432432432436,0.2510460251046025,0.4863102998696219,0.921105866486851,0.8780831571529246,0.94579945799458
vits16_imagenet,finetune,linear,0.5,50,256,3565,0.293,0.65,0.137,0.727,0.556268221574344,0.29385410659580397,0.17943925233644858,0.9110169491525424,0.2608695652173913,output/mes/models/vits16_imagenet/0/linear/20260606_123147,0.929324894514768,0.10344827586206896,0.006756756756756757,0.19665271966527198,0.34810951760104303,0.9265003371544167,0.9302325581395349,0.9640921409214093
resnet50_imagenet,finetune,linear,0.5,50,256,3565,0.291,0.566,0.355,0.675,0.321865889212828,0.2919237664662671,0.7757009345794392,0.3076271186440678,0.46972269383135257,output/mes/models/resnet50_imagenet/0/linear/20260606_125059,0.27109704641350213,0.15086206896551724,0.23310810810810811,0.799163179916318,0.8200782268578879,0.9642616318273769,0.6983791402396053,0.6314363143631436
vits16_gastronet,finetune,linear,0.5,50,256,3565,0.389,0.737,0.464,0.701,0.602332361516035,0.38990954036559394,0.45607476635514016,0.8711864406779661,0.5241675617615468,output/mes/models/vits16_gastronet/0/linear/20260606_125904,0.9124472573839663,0.17672413793103448,0.0033783783783783786,0.5271966527196653,0.5645371577574967,0.9467296021577882,0.8971106412966878,0.9166666666666666
resnet50_1M,finetune,linear,0.5,50,256,3565,0.342,0.621,0.432,0.694,0.4542274052478134,0.3423099584718835,0.4672897196261682,0.7016949152542373,0.4397537379067722,output/mes/models/resnet50_1M/0/linear/20260606_131232,0.6213080168776371,0.27155172413793105,0.0945945945945946,0.41422594142259417,0.6466753585397653,0.8718813216453135,0.8111346018322763,0.8597560975609756
resnet50_200K,finetune,linear,0.5,50,256,3565,0.374,0.698,0.457,0.765,0.5830903790087464,0.3747542483902851,0.4803738317757009,0.8661016949152542,0.5410526315789473,output/mes/models/resnet50_200K/0/linear/20260606_125923,0.8945147679324894,0.15517241379310345,0.08445945945945946,0.3807531380753138,0.5358539765319427,0.959541469993257,0.8879492600422833,0.9051490514905149
efficientnetb0,finetune,linear,0.5,50,364,3158,0.221,0.509,0.239,0.502,0.2303206997084548,0.22172177993273537,0.5214953271028038,0.3483050847457627,0.35249526216045485,output/mes/models/efficientnetb0/0/linear/20260606_132419,0.18354430379746836,0.2413793103448276,0.30743243243243246,0.30962343096234307,0.7926988265971316,0.8125421443020904,0.6525722339675828,0.7357723577235772
vits16_imagenet,finetune,linear,0.5,50,364,3158,0.234,0.573,0.25,0.58,0.31486880466472306,0.23440146624456432,0.6710280373831776,0.49745762711864405,0.4828513786146604,output/mes/models/vits16_imagenet/0/linear/20260606_133029,0.3333333333333333,0.04310344827586207,0.6418918918918919,0.100418410041841,0.6597131681877445,0.8813216453135536,0.6236786469344608,0.8617886178861789
resnet50_imagenet,finetune,linear,0.5,50,364,3158,0.298,0.595,0.319,0.682,0.3154518950437318,0.29843610209396865,0.6897196261682244,0.3593220338983051,0.44457831325301206,output/mes/models/resnet50_imagenet/0/linear/20260606_133633,0.25316455696202533,0.16379310344827586,0.46621621621621623,0.5230125523012552,0.7209908735332464,0.9339177343223196,0.6286116983791402,0.7730352303523035
resnet50_5M,finetune,linear,0.5,50,256,3565,0.349,0.712,0.464,0.769,0.5737609329446064,0.3502273586929201,0.37383177570093457,0.8593220338983051,0.4439511653718091,output/mes/models/resnet50_5M/0/linear/20260606_132042,0.9092827004219409,0.1336206896551724,0.037162162162162164,0.33472803347280333,0.4680573663624511,0.9676331759946055,0.879492600422833,0.9295392953929539
vits16_gastronet,finetune,linear,0.5,50,364,3158,0.474,0.691,0.677,0.842,0.6291545189504373,0.47447380160001873,0.5009345794392523,0.9432203389830508,0.6160919540229886,output/mes/models/vits16_gastronet/0/linear/20260606_134515,0.8860759493670886,0.22413793103448276,0.3918918918918919,0.29707112970711297,0.4680573663624511,0.9460552933243426,0.945031712473573,0.9525745257452575
resnet50_200K,finetune,linear,0.5,50,364,3158,0.299,0.674,0.168,0.765,0.3020408163265306,0.3000547158447195,0.4672897196261682,0.747457627118644,0.4616805170821791,output/mes/models/resnet50_200K/0/linear/20260606_134747,0.1719409282700422,0.8405172413793104,0.24662162162162163,0.36401673640167365,0.9204693611473272,0.49561699258260283,0.9041578576462297,0.8292682926829268
resnet50_5M,finetune,linear,0.5,50,364,3158,0.396,0.687,0.457,0.796,0.6087463556851312,0.3964533959257183,0.38878504672897196,0.9677966101694915,0.5326504481434059,output/mes/models/resnet50_5M/0/linear/20260606_135514,0.9314345991561181,0.25862068965517243,0.08445945945945946,0.3179916317991632,0.4471968709256845,0.9312204989885368,0.9753347427766033,0.9254742547425474
resnet50_1M,finetune,linear,0.5,50,364,3158,0.372,0.678,0.457,0.794,0.602332361516035,0.3726005469779975,0.3981308411214953,0.9559322033898305,0.5325,output/mes/models/resnet50_1M/0/linear/20260606_135354,0.9483122362869199,0.13793103448275862,0.14864864864864866,0.24267782426778242,0.3898305084745763,0.9656102494942683,0.9556025369978859,0.9322493224932249
efficientnetb0,finetune,linear,0.5,50,420,3480,0.324,0.658,0.352,0.716,0.3020408163265306,0.32460454884300693,0.805607476635514,0.3398305084745763,0.49398280802292266,output/mes/models/efficientnetb0/0/linear/20260606_141100,0.12552742616033755,0.43103448275862066,0.4560810810810811,0.6861924686192469,0.8357235984354628,0.8921105866486851,0.649753347427766,0.7195121951219512
resnet50_imagenet,finetune,linear,0.5,50,420,3480,0.062,0.44,0.074,0.39,0.13702623906705538,0.06174160535583528,0.9775700934579439,0.011864406779661017,0.47032374100719426,output/mes/models/resnet50_imagenet/0/linear/20260606_141811,0.0031645569620253164,0.0,0.0,0.9707112970711297,0.9986962190352021,0.9851652056641942,1.0,0.012872628726287264
vits16_imagenet,finetune,linear,0.5,50,420,3480,0.317,0.685,0.137,0.878,0.5574344023323615,0.3169521482212609,0.15700934579439252,0.9584745762711865,0.25149700598802394,output/mes/models/vits16_imagenet/0/linear/20260606_141117,0.9050632911392406,0.2629310344827586,0.06418918918918919,0.07531380753138076,0.23989569752281617,0.9460552933243426,0.9682875264270613,0.9654471544715447
vits16_gastronet,finetune,linear,0.5,50,420,3480,0.383,0.732,0.237,0.824,0.6145772594752187,0.38316796820094423,0.30467289719626167,0.9915254237288136,0.4604519774011299,output/mes/models/vits16_gastronet/0/linear/20260606_142455,0.9683544303797469,0.23706896551724138,0.057432432432432436,0.26778242677824265,0.3259452411994785,0.9649359406608227,0.992952783650458,0.9444444444444444
resnet50_200K,finetune,linear,0.5,50,420,3480,0.415,0.677,0.457,0.847,0.6034985422740525,0.41536503192225543,0.39065420560747666,0.9525423728813559,0.5225,output/mes/models/resnet50_200K/0/linear/20260606_142724,0.9071729957805907,0.34051724137931033,0.11824324324324324,0.25523012552301255,0.41460234680573665,0.9581928523263655,0.9619450317124736,0.9220867208672087
resnet50_1M,finetune,linear,0.5,50,420,3480,0.45,0.724,0.457,0.838,0.632069970845481,0.44959420247429693,0.48785046728971965,0.9576271186440678,0.6170212765957447,output/mes/models/resnet50_1M/0/linear/20260606_144007,0.9219409282700421,0.38362068965517243,0.07094594594594594,0.41841004184100417,0.4758800521512386,0.973701955495617,0.985200845665962,0.8855013550135501
resnet50_5M,finetune,linear,0.5,50,420,3480,0.421,0.714,0.457,0.83,0.6309037900874636,0.4219492259844881,0.502803738317757,0.9584745762711865,0.6307151230949589,output/mes/models/resnet50_5M/0/linear/20260606_144243,0.9472573839662447,0.2413793103448276,0.07094594594594594,0.4476987447698745,0.4602346805736636,0.9804450438300741,0.985200845665962,0.8855013550135501
vits16_imagenet,finetune,linear,0.75,75,42,5153,0.099,0.475,0.055,0.549,0.13877551020408163,0.09891622613218101,0.2411214953271028,0.8720338983050847,0.3165644171779141,output/mes/models/vits16_imagenet/0/linear/20260606_145616,0.0010548523206751054,0.8146551724137931,0.16216216216216217,0.0,1.0,0.1604855023600809,0.8365045806906272,1.0
resnet50_imagenet,finetune,linear,0.75,75,42,5153,0.394,0.659,0.502,0.786,0.439067055393586,0.395104238429037,0.5794392523364486,0.6186440677966102,0.47876447876447875,output/mes/models/resnet50_imagenet/0/linear/20260606_150353,0.510548523206751,0.31896551724137934,0.32432432432432434,0.41422594142259417,0.6349413298565841,0.921105866486851,0.6828752642706131,0.9220867208672087
efficientnetb0,finetune,linear,0.75,75,42,5153,0.36,0.739,0.311,0.85,0.606997084548105,0.3605830324785383,0.405607476635514,0.9686440677966102,0.550063371356147,output/mes/models/efficientnetb0/0/linear/20260606_145128,0.9609704641350211,0.10344827586206896,0.07432432432432433,0.3514644351464435,0.37157757496740546,0.9703304113283884,0.9837914023960536,0.9153116531165312
resnet50_200K,finetune,linear,0.75,75,42,5153,0.284,0.642,0.268,0.711,0.34052478134110786,0.28492811206071833,0.7532710280373832,0.4186440677966102,0.4963054187192118,output/mes/models/resnet50_200K/0/linear/20260606_151630,0.3618143459915612,0.11637931034482758,0.20270270270270271,0.6443514644351465,0.7196870925684485,0.9723533378287256,0.7610993657505285,0.6368563685636857
vits16_gastronet,finetune,linear,0.75,75,42,5153,0.41,0.772,0.298,0.786,0.6279883381924198,0.40972811870479303,0.6037383177570094,0.9313559322033899,0.6879659211927582,output/mes/models/vits16_gastronet/0/linear/20260606_151537,0.929324894514768,0.09051724137931035,0.125,0.5774058577405857,0.49934810951760106,0.983142279163857,0.9612403100775194,0.8821138211382114
resnet50_1M,finetune,linear,0.75,75,42,5153,0.426,0.764,0.387,0.871,0.648396501457726,0.42685346139796626,0.5588785046728972,0.964406779661017,0.682648401826484,output/mes/models/resnet50_1M/0/linear/20260606_152534,0.9736286919831224,0.09913793103448276,0.16216216216216217,0.49372384937238495,0.45371577574967403,0.9939312204989885,0.97815362931642,0.9024390243902439
efficientnetb0,finetune,linear,0.75,75,84,5129,0.347,0.636,0.461,0.763,0.36909620991253644,0.3478238951344015,0.5102803738317757,0.6067796610169491,0.42924528301886794,output/mes/models/efficientnetb0/0/linear/20260606_155912,0.3491561181434599,0.4482758620689655,0.3108108108108108,0.4435146443514644,0.7131681877444589,0.7821982467970331,0.7787174066243834,0.8475609756097561
resnet50_5M,finetune,linear,0.75,75,42,5153,0.412,0.75,0.311,0.875,0.6431486880466473,0.41228184036901094,0.5177570093457944,0.961864406779661,0.646441073512252,output/mes/models/resnet50_5M/0/linear/20260606_153751,0.9820675105485233,0.09051724137931035,0.15878378378378377,0.4351464435146444,0.44589308996088656,0.9892110586648685,0.9704016913319239,0.9126016260162602
resnet50_imagenet,finetune,linear,0.75,75,84,5129,0.32,0.703,0.342,0.732,0.3801749271137026,0.3207340354818019,0.8336448598130841,0.3474576271186441,0.5094231867504283,output/mes/models/resnet50_imagenet/0/linear/20260606_161254,0.3512658227848101,0.05603448275862069,0.44594594594594594,0.7280334728033473,0.8292046936114733,0.9851652056641942,0.627906976744186,0.7411924119241192
vits16_imagenet,finetune,linear,0.75,75,84,5129,0.389,0.738,0.234,0.856,0.606997084548105,0.38917276842422727,0.3813084112149533,0.9423728813559322,0.5055762081784386,output/mes/models/vits16_imagenet/0/linear/20260606_160750,0.9430379746835443,0.16379310344827586,0.13175675675675674,0.2928870292887029,0.38070404172099087,0.9757248819959542,0.9591261451726568,0.9288617886178862
resnet50_200K,finetune,linear,0.75,75,84,5129,0.369,0.669,0.633,0.741,0.46355685131195334,0.36943984958563375,0.7495327102803738,0.5669491525423729,0.5542501727712509,output/mes/models/resnet50_200K/0/linear/20260606_163213,0.570675105485232,0.11637931034482758,0.36824324324324326,0.49372384937238495,0.727509778357236,0.9824679703304113,0.6878083157152924,0.8360433604336044
vits16_gastronet,finetune,linear,0.75,75,84,5129,0.396,0.79,0.344,0.832,0.6448979591836734,0.39627752625281876,0.7121495327102804,0.9008474576271186,0.7376573088092934,output/mes/models/vits16_gastronet/0/linear/20260606_162236,0.9514767932489452,0.11206896551724138,0.006756756756756757,0.7364016736401674,0.6375488917861799,0.9925826028320971,0.9471458773784355,0.8340108401084011
