model,freeze,head_type,subset_ratio,pct_data,seed,n_train,f1,auroc,clip_f1,clip_auroc,micro_f1,macro_f1,clin_sensitivity,clin_specificity,clin_f1,checkpoint_dir,sens_mayo0,sens_mayo1,sens_mayo2,sens_mayo3,spec_mayo0,spec_mayo1,spec_mayo2,spec_mayo3
resnet50_5M,finetune,linear,0.75,75,84,5129,0.433,0.75,0.437,0.868,0.6215743440233236,0.43336542927940014,0.5644859813084112,0.8915254237288136,0.6259067357512953,output/mes/models/resnet50_5M/0/linear/20260606_164329,0.9071729957805907,0.3103448275862069,0.05067567567567568,0.497907949790795,0.5853976531942634,0.9763991908293999,0.9330514446793516,0.8638211382113821
resnet50_1M,finetune,linear,0.75,75,84,5129,0.382,0.797,0.29,0.848,0.6274052478134111,0.38213466865085727,0.6093457943925233,0.9194915254237288,0.6820083682008368,output/mes/models/resnet50_1M/0/linear/20260606_164118,0.9462025316455697,0.09051724137931035,0.04391891891891892,0.606694560669456,0.530638852672751,0.9892110586648685,0.9640591966173362,0.8563685636856369
vits16_imagenet,finetune,linear,0.75,75,128,4896,0.377,0.676,0.392,0.802,0.4180758017492711,0.376857710335117,0.7607476635514019,0.6194915254237288,0.5851905104241553,output/mes/models/vits16_imagenet/0/linear/20260606_170423,0.42616033755274263,0.3577586206896552,0.30067567567567566,0.5899581589958159,0.7913950456323338,0.8570465273095077,0.7935165609584214,0.774390243902439
efficientnetb0,finetune,linear,0.75,75,128,4896,0.409,0.731,0.382,0.862,0.6087463556851312,0.409728924068584,0.4,0.9584745762711865,0.5363408521303258,output/mes/models/efficientnetb0/0/linear/20260606_165941,0.9229957805907173,0.2629310344827586,0.12837837837837837,0.2928870292887029,0.42894393741851367,0.947403910991234,0.9647639182522904,0.9288617886178862
resnet50_imagenet,finetune,linear,0.75,75,128,4896,0.406,0.661,0.514,0.82,0.5492711370262391,0.4061739406224684,0.4074766355140187,0.8432203389830508,0.464818763326226,output/mes/models/resnet50_imagenet/0/linear/20260606_171309,0.7784810126582279,0.34051724137931033,0.23310810810810811,0.23430962343096234,0.5189048239895697,0.9150370869858395,0.8583509513742071,0.9478319783197832
vits16_gastronet,finetune,linear,0.75,75,128,4896,0.456,0.773,0.533,0.842,0.6553935860058309,0.45643798975307354,0.5700934579439252,0.9330508474576271,0.6637649619151251,output/mes/models/vits16_gastronet/0/linear/20260606_172438,0.959915611814346,0.15948275862068967,0.1891891891891892,0.5062761506276151,0.5280312907431551,0.9851652056641942,0.9520789288231148,0.9058265582655827
resnet50_200K,finetune,linear,0.75,75,128,4896,0.435,0.731,0.585,0.871,0.636734693877551,0.43640314523866575,0.6299065420560748,0.9050847457627119,0.6849593495934959,output/mes/models/resnet50_200K/0/linear/20260606_172705,0.9261603375527426,0.12931034482758622,0.17905405405405406,0.5481171548117155,0.5658409387222947,0.983142279163857,0.9344608879492601,0.8834688346883469
resnet50_1M,finetune,linear,0.75,75,128,4896,0.4,0.754,0.387,0.856,0.6274052478134111,0.39989869011637413,0.5102803738317757,0.9347457627118644,0.6169491525423729,output/mes/models/resnet50_1M/0/linear/20260606_174325,0.9546413502109705,0.07758620689655173,0.15202702702702703,0.45188284518828453,0.4471968709256845,0.987862440997977,0.9584214235377027,0.9065040650406504
resnet50_5M,finetune,linear,0.75,75,128,4896,0.429,0.744,0.521,0.886,0.6408163265306123,0.42927515348294054,0.6261682242990654,0.9050847457627119,0.6822810590631364,output/mes/models/resnet50_5M/0/linear/20260606_175029,0.939873417721519,0.14224137931034483,0.12837837837837837,0.5732217573221757,0.5749674054758801,0.987862440997977,0.9534883720930233,0.8604336043360433
vits16_imagenet,finetune,linear,0.75,75,256,4984,0.331,0.614,0.143,0.626,0.5002915451895044,0.33145968261302305,0.3794392523364486,0.7661016949152543,0.40039447731755423,output/mes/models/vits16_imagenet/0/linear/20260606_182039,0.7447257383966245,0.03017241379310345,0.2702702702702703,0.2719665271966527,0.4680573663624511,0.9224544841537424,0.8090204369274137,0.9573170731707317
resnet50_imagenet,finetune,linear,0.75,75,256,4984,0.358,0.643,0.408,0.785,0.42565597667638483,0.35875684803554797,0.6373831775700934,0.5296610169491526,0.47658979734451434,output/mes/models/resnet50_imagenet/0/linear/20260606_182915,0.49683544303797467,0.1853448275862069,0.27364864864864863,0.5648535564853556,0.7262059973924381,0.9359406608226568,0.7124735729386892,0.8157181571815718
efficientnetb0,finetune,linear,0.75,75,256,4984,0.377,0.703,0.457,0.77,0.606997084548105,0.3777786014976551,0.405607476635514,0.9152542372881356,0.5093896713615024,output/mes/models/efficientnetb0/0/linear/20260606_181548,0.9430379746835443,0.21120689655172414,0.016891891891891893,0.3891213389121339,0.4745762711864407,0.9649359406608227,0.9443269908386187,0.9051490514905149
resnet50_200K,finetune,linear,0.75,75,256,4984,0.331,0.64,0.476,0.711,0.40816326530612246,0.3314656335507496,0.794392523364486,0.5076271186440678,0.5515898767034393,output/mes/models/resnet50_200K/0/linear/20260606_183929,0.49261603375527424,0.16810344827586207,0.10810810810810811,0.6778242677824268,0.8591916558018253,0.9359406608226568,0.6948555320648344,0.7432249322493225
vits16_gastronet,finetune,linear,0.75,75,256,4984,0.398,0.74,0.327,0.772,0.6104956268221574,0.3986201388959089,0.5738317757009346,0.8338983050847457,0.5915221579961464,output/mes/models/vits16_gastronet/0/linear/20260606_183807,0.9018987341772152,0.06896551724137931,0.0945945945945946,0.6192468619246861,0.5919165580182529,0.9811193526635199,0.86892177589852,0.9044715447154471
resnet50_5M,finetune,linear,0.75,75,256,4984,0.372,0.685,0.48,0.802,0.46938775510204084,0.37288340791231034,0.8205607476635514,0.597457627118644,0.6059351276742581,output/mes/models/resnet50_5M/0/linear/20260606_185653,0.5485232067510548,0.28879310344827586,0.0472972972972973,0.8535564853556485,0.8956975228161669,0.9096426163182738,0.8217054263565892,0.6998644986449865
efficientnetb0,finetune,linear,0.75,75,364,4989,0.258,0.557,0.125,0.634,0.27230320699708455,0.25806227495952355,0.3644859813084112,0.5889830508474576,0.32098765432098764,output/mes/models/efficientnetb0/0/linear/20260606_190644,0.2320675105485232,0.4827586206896552,0.24662162162162163,0.2594142259414226,0.7183833116036505,0.6716115981119353,0.7935165609584214,0.8292682926829268
resnet50_1M,finetune,linear,0.75,75,256,4984,0.374,0.752,0.311,0.8,0.6209912536443148,0.37453903557296664,0.5196261682242991,0.9432203389830508,0.6318181818181818,output/mes/models/resnet50_1M/0/linear/20260606_184842,0.959915611814346,0.11206896551724138,0.030405405405405407,0.502092050209205,0.4602346805736636,0.9865138233310856,0.9626497533474278,0.8895663956639567
vits16_imagenet,finetune,linear,0.75,75,364,4989,0.359,0.68,0.503,0.849,0.42332361516034983,0.35969499110109304,0.5831775700934579,0.7559322033898305,0.5497797356828193,output/mes/models/vits16_imagenet/0/linear/20260606_191501,0.4578059071729958,0.5129310344827587,0.12837837837837837,0.5648535564853556,0.7731421121251629,0.7383681726230613,0.9372797744890768,0.7710027100271003
resnet50_imagenet,finetune,linear,0.75,75,364,4989,0.28,0.594,0.218,0.68,0.2903790087463557,0.27988323344273114,0.5551401869158878,0.4872881355932203,0.4133611691022965,output/mes/models/resnet50_imagenet/0/linear/20260606_192211,0.229957805907173,0.22413793103448276,0.5675675675675675,0.2510460251046025,0.6636245110821382,0.8078219824679703,0.5863284002818887,0.9410569105691057
resnet50_200K,finetune,linear,0.75,75,364,4989,0.218,0.534,0.241,0.483,0.22215743440233235,0.21791184312649875,0.8205607476635514,0.2771186440677966,0.48056923918992883,output/mes/models/resnet50_200K/0/linear/20260606_193026,0.06962025316455696,0.33189655172413796,0.7094594594594594,0.11715481171548117,0.8735332464146024,0.8766014834794336,0.32910500352360816,0.9308943089430894
vits16_gastronet,finetune,linear,0.75,75,364,4989,0.423,0.717,0.457,0.743,0.636734693877551,0.4238040039238073,0.514018691588785,0.9813559322033898,0.6610576923076923,output/mes/models/vits16_gastronet/0/linear/20260606_192315,0.9651898734177216,0.15517241379310345,0.13513513513513514,0.4225941422594142,0.4132985658409387,0.9885367498314228,0.9802677942212826,0.9132791327913279
resnet50_1M,finetune,linear,0.75,75,364,4989,0.36,0.679,0.54,0.789,0.446064139941691,0.36041942218181444,0.7214953271028037,0.7186440677966102,0.6161213088587391,output/mes/models/resnet50_1M/0/linear/20260606_193844,0.5242616033755274,0.4396551724137931,0.0472972972972973,0.6359832635983264,0.7848761408083442,0.8428860418071477,0.8583509513742071,0.7621951219512195
resnet50_5M,finetune,linear,0.75,75,364,4989,0.426,0.72,0.457,0.856,0.6297376093294461,0.4274127302124036,0.5439252336448598,0.9322033898305084,0.6423841059602649,output/mes/models/resnet50_5M/0/linear/20260606_194148,0.9367088607594937,0.1853448275862069,0.13175675675675674,0.4602510460251046,0.500651890482399,0.9797707349966285,0.9591261451726568,0.8888888888888888
vits16_imagenet,finetune,linear,0.75,75,420,4884,0.377,0.675,0.456,0.779,0.4728862973760933,0.37793059860657136,0.5476635514018692,0.7449152542372881,0.5190434012400355,output/mes/models/vits16_imagenet/0/linear/20260606_200039,0.5917721518987342,0.33189655172413796,0.14189189189189189,0.5481171548117155,0.5749674054758801,0.8941335131490222,0.9386892177589852,0.7737127371273713
resnet50_imagenet,finetune,linear,0.75,75,420,4884,0.266,0.537,0.254,0.553,0.3504373177842566,0.26577032538633816,0.29906542056074764,0.5966101694915255,0.27327070879590093,output/mes/models/resnet50_imagenet/0/linear/20260606_200943,0.4757383966244726,0.23706896551724138,0.16216216216216217,0.19665271966527198,0.5984354628422425,0.8213081591368847,0.7533474277660324,0.8705962059620597
efficientnetb0,finetune,linear,0.75,75,420,4884,0.423,0.741,0.457,0.904,0.6221574344023324,0.4238329556186144,0.4747663551401869,0.9347457627118644,0.5866050808314087,output/mes/models/efficientnetb0/0/linear/20260606_194916,0.9345991561181435,0.23275862068965517,0.12837837837837837,0.3723849372384937,0.46153846153846156,0.9790964261631827,0.9682875264270613,0.8922764227642277
vits16_gastronet,finetune,linear,0.75,75,420,4884,0.445,0.792,0.311,0.832,0.6612244897959184,0.4449054102885207,0.4953271028037383,0.9771186440677966,0.6408706166868199,output/mes/models/vits16_gastronet/0/linear/20260606_201750,0.9820675105485233,0.31896551724137934,0.02027027027027027,0.5146443514644351,0.4876140808344198,0.983142279163857,0.9957716701902748,0.8936314363143631
resnet50_1M,finetune,linear,0.75,75,420,4884,0.137,0.572,0.234,0.69,0.15043731778425656,0.13726654875030905,0.7476635514018691,0.3805084745762712,0.4801920768307323,output/mes/models/resnet50_1M/0/linear/20260606_203244,0.012658227848101266,0.2801724137931034,0.07432432432432433,0.6652719665271967,0.9973924380704041,0.6594740391099123,0.8583509513742071,0.49254742547425473
resnet50_200K,finetune,linear,0.75,75,420,4884,0.434,0.775,0.371,0.899,0.6379008746355685,0.4339576488017547,0.577570093457944,0.9491525423728814,0.6836283185840708,output/mes/models/resnet50_200K/0/linear/20260606_201804,0.9462025316455697,0.16379310344827586,0.14527027027027026,0.48535564853556484,0.49282920469361147,0.9851652056641942,0.9626497533474278,0.8936314363143631
resnet50_5M,finetune,linear,0.75,75,420,4884,0.484,0.762,0.521,0.872,0.6495626822157434,0.4841426145204001,0.6205607476635514,0.8940677966101694,0.6693548387096774,output/mes/models/resnet50_5M/0/linear/20260606_204132,0.9092827004219409,0.2672413793103448,0.1858108108108108,0.5648535564853556,0.6049543676662321,0.9790964261631827,0.9372797744890768,0.8794037940379403
efficientnetb0,finetune,linear,1.0,100,42,6467,0.312,0.638,0.289,0.796,0.33877551020408164,0.3131110995580239,0.6934579439252336,0.4271186440677966,0.4690265486725664,output/mes/models/efficientnetb0/0/linear/20260606_205108,0.2848101265822785,0.14655172413793102,0.47297297297297297,0.5732217573221757,0.7522816166883963,0.882670262980445,0.6687808315715292,0.7967479674796748
resnet50_imagenet,finetune,linear,1.0,100,42,6467,0.292,0.56,0.209,0.503,0.3760932944606414,0.2923895386137471,0.3794392523364486,0.573728813559322,0.3271555197421434,output/mes/models/resnet50_imagenet/0/linear/20260606_210112,0.4873417721518987,0.11637931034482758,0.17567567567567569,0.4351464435146444,0.5410691003911343,0.8867161159811193,0.7744890768146582,0.8441734417344173
vits16_gastronet,finetune,linear,1.0,100,42,6467,0.351,0.708,0.311,0.765,0.6011661807580175,0.35159881213461397,0.4130841121495327,0.9042372881355932,0.5086306098964327,output/mes/models/vits16_gastronet/0/linear/20260606_211121,0.9567510548523207,0.10344827586206896,0.010135135135135136,0.40585774058577406,0.42633637548891784,0.9932569116655429,0.923185341789993,0.9153116531165312
vits16_imagenet,finetune,linear,1.0,100,42,6467,0.379,0.747,0.237,0.846,0.6011661807580175,0.3789484726157252,0.34766355140186916,0.9330508474576271,0.465,output/mes/models/vits16_imagenet/0/linear/20260606_205805,0.9451476793248945,0.1896551724137931,0.10810810810810811,0.24686192468619247,0.3741851368970013,0.9797707349966285,0.945031712473573,0.9349593495934959
resnet50_200K,finetune,linear,1.0,100,42,6467,0.221,0.617,0.264,0.729,0.24198250728862974,0.22164721952602753,0.9327102803738317,0.17457627118644067,0.49701195219123506,output/mes/models/resnet50_200K/0/linear/20260606_212240,0.10864978902953587,0.11637931034482758,0.6891891891891891,0.3389121338912134,0.9765319426336375,0.9366149696561025,0.45525017618040875,0.7188346883468835
resnet50_5M,finetune,linear,1.0,100,42,6467,0.303,0.708,0.261,0.831,0.31253644314868806,0.3035629442858946,0.8766355140186916,0.45677966101694917,0.5702127659574469,output/mes/models/resnet50_5M/0/linear/20260606_213243,0.16666666666666666,0.3620689655172414,0.2702702702702703,0.895397489539749,0.9752281616688396,0.7680377612946729,0.7857646229739254,0.6531165311653117
resnet50_1M,finetune,linear,1.0,100,42,6467,0.43,0.752,0.457,0.867,0.6314868804664723,0.4308494893587954,0.5345794392523364,0.923728813559322,0.6278814489571899,output/mes/models/resnet50_1M/0/linear/20260606_212307,0.9377637130801688,0.2025862068965517,0.12162162162162163,0.46443514644351463,0.5215123859191656,0.9757248819959542,0.9457364341085271,0.8970189701897019
efficientnetb0,finetune,linear,1.0,100,84,6467,0.447,0.732,0.533,0.903,0.6163265306122448,0.44735170247890244,0.4822429906542056,0.9033898305084745,0.5689084895259096,output/mes/models/efficientnetb0/0/linear/20260606_214314,0.8924050632911392,0.3017241379310345,0.15878378378378377,0.39330543933054396,0.5202086049543677,0.9602157788267026,0.9267089499647639,0.9139566395663956
vits16_imagenet,finetune,linear,1.0,100,84,6467,0.373,0.722,0.141,0.909,0.6052478134110787,0.3735151585341639,0.38317757009345793,0.9254237288135593,0.49516908212560384,output/mes/models/vits16_imagenet/0/linear/20260606_215443,0.9514767932489452,0.1206896551724138,0.20945945945945946,0.19246861924686193,0.39113428943937417,0.983142279163857,0.9344608879492601,0.9376693766937669
resnet50_imagenet,finetune,linear,1.0,100,84,6467,0.243,0.518,0.075,0.461,0.4466472303206997,0.24243139859655008,0.05420560747663551,0.9932203389830508,0.10139860139860139,output/mes/models/resnet50_imagenet/0/linear/20260606_221040,0.7141350210970464,0.2672413793103448,0.09121621621621621,0.0,0.1877444589308996,0.786918408631153,0.9957716701902748,0.997289972899729
vits16_gastronet,finetune,linear,1.0,100,84,6467,0.392,0.73,0.457,0.803,0.6005830903790087,0.3926504690064907,0.4616822429906542,0.9110169491525424,0.5569334836527621,output/mes/models/vits16_gastronet/0/linear/20260606_221942,0.9092827004219409,0.16810344827586207,0.07094594594594594,0.45188284518828453,0.4915254237288136,0.9514497639919083,0.9302325581395349,0.9159891598915989
resnet50_200K,finetune,linear,1.0,100,84,6467,0.434,0.741,0.449,0.894,0.6355685131195336,0.43455259881504105,0.5644859813084112,0.9186440677966101,0.647374062165059,output/mes/models/resnet50_200K/0/linear/20260606_222002,0.9440928270042194,0.15086206896551724,0.20945945945945946,0.4100418410041841,0.5189048239895697,0.987862440997977,0.9295278365045807,0.9065040650406504
resnet50_1M,finetune,linear,1.0,100,84,6467,0.442,0.789,0.457,0.874,0.6285714285714286,0.4420782911629076,0.5813084112149532,0.9228813559322034,0.663820704375667,output/mes/models/resnet50_1M/0/linear/20260606_223208,0.9113924050632911,0.21551724137931033,0.13851351351351351,0.5146443514644351,0.546284224250326,0.9656102494942683,0.9464411557434813,0.8902439024390244
efficientnetb0,finetune,linear,1.0,100,128,6467,0.436,0.701,0.533,0.908,0.6040816326530613,0.43661037196744223,0.4934579439252336,0.8728813559322034,0.5563751317175974,output/mes/models/efficientnetb0/0/linear/20260606_231206,0.8723628691983122,0.24568965517241378,0.2195945945945946,0.36401673640167365,0.5501955671447197,0.9514497639919083,0.8964059196617337,0.9220867208672087
resnet50_5M,finetune,linear,1.0,100,84,6467,0.444,0.736,0.533,0.89,0.6425655976676384,0.44480403727709333,0.5345794392523364,0.9093220338983051,0.6163793103448276,output/mes/models/resnet50_5M/0/linear/20260606_225200,0.9430379746835443,0.11637931034482758,0.3344594594594595,0.34309623430962344,0.5032594524119948,0.9865138233310856,0.916138125440451,0.9369918699186992
vits16_imagenet,finetune,linear,1.0,100,128,6467,0.22,0.489,0.119,0.388,0.4862973760932945,0.2203905951932119,0.12149532710280374,0.8737288135593221,0.17356475300400534,output/mes/models/vits16_imagenet/0/linear/20260606_233012,0.8259493670886076,0.03017241379310345,0.14527027027027026,0.0041841004184100415,0.14471968709256844,0.9629130141604855,0.8816067653276956,0.9986449864498645
resnet50_imagenet,finetune,linear,1.0,100,128,6467,0.24,0.658,0.289,0.731,0.2897959183673469,0.24000807562032406,0.8710280373831776,0.16271186440677965,0.4685771744595274,output/mes/models/resnet50_imagenet/0/linear/20260606_233154,0.17405063291139242,0.004310344827586207,0.5844594594594594,0.6610878661087866,0.8761408083441982,1.0,0.5172656800563777,0.7032520325203252
vits16_gastronet,finetune,linear,1.0,100,128,6467,0.441,0.767,0.443,0.858,0.6402332361516035,0.4413560735525248,0.5831775700934579,0.9042372881355932,0.65,output/mes/models/vits16_gastronet/0/linear/20260606_233905,0.9419831223628692,0.21120689655172414,0.11148648648648649,0.5146443514644351,0.5853976531942634,0.9797707349966285,0.9217758985200846,0.8929539295392954
resnet50_200K,finetune,linear,1.0,100,128,6467,0.436,0.742,0.521,0.883,0.632069970845481,0.4362788113197745,0.5626168224299065,0.9127118644067796,0.6411075612353567,output/mes/models/resnet50_200K/0/linear/20260606_234250,0.9324894514767933,0.17672413793103448,0.17567567567567569,0.4476987447698745,0.5397653194263363,0.9777478084962913,0.9295278365045807,0.9017615176151762
resnet50_1M,finetune,linear,1.0,100,128,6467,0.426,0.753,0.457,0.854,0.6239067055393586,0.4264157136335748,0.5663551401869159,0.8898305084745762,0.6260330578512396,output/mes/models/resnet50_1M/0/linear/20260607_000625,0.9240506329113924,0.17672413793103448,0.13851351351351351,0.4686192468619247,0.5528031290743155,0.9851652056641942,0.9133192389006343,0.8936314363143631
resnet50_5M,finetune,linear,1.0,100,128,6467,0.283,0.672,0.194,0.795,0.278134110787172,0.28273146339500566,0.874766355140187,0.5050847457627119,0.5897920604914934,output/mes/models/resnet50_5M/0/linear/20260607_002134,0.10654008438818566,0.40948275862068967,0.33783783783783783,0.7573221757322176,0.9608865710560626,0.7053270397842212,0.8301620859760395,0.6409214092140921
efficientnetb0,finetune,linear,1.0,100,256,6467,0.417,0.686,0.597,0.886,0.5895043731778425,0.4176000289710665,0.4672897196261682,0.8754237288135593,0.5364806866952789,output/mes/models/efficientnetb0/0/linear/20260607_003100,0.8649789029535865,0.2974137931034483,0.15202702702702703,0.32217573221757323,0.5436766623207301,0.9467296021577882,0.8935870331219169,0.9159891598915989
resnet50_imagenet,finetune,linear,1.0,100,256,6467,0.298,0.627,0.326,0.695,0.3545189504373178,0.29854845557921567,0.8542056074766355,0.3576271186440678,0.5222857142857142,output/mes/models/resnet50_imagenet/0/linear/20260607_005611,0.3280590717299578,0.07327586206896551,0.28378378378378377,0.8200836820083682,0.8279009126466753,0.9730276466621712,0.6800563777307963,0.674119241192412
vits16_imagenet,finetune,linear,1.0,100,256,6467,0.417,0.743,0.309,0.895,0.6186588921282798,0.4178231889494496,0.491588785046729,0.8966101694915254,0.5717391304347826,output/mes/models/vits16_imagenet/0/linear/20260607_003230,0.9272151898734177,0.13793103448275862,0.24662162162162163,0.32217573221757323,0.48239895697522817,0.9851652056641942,0.9119097956307258,0.9254742547425474
resnet50_200K,finetune,linear,1.0,100,256,6467,0.299,0.621,0.52,0.759,0.33994169096209914,0.29931179552703213,0.822429906542056,0.4152542372881356,0.5285285285285285,output/mes/models/resnet50_200K/0/linear/20260607_010818,0.3270042194092827,0.1336206896551724,0.3783783783783784,0.5439330543933054,0.8709256844850065,0.9022252191503709,0.7899929527836504,0.6002710027100271
vits16_gastronet,finetune,linear,1.0,100,256,6467,0.453,0.769,0.457,0.882,0.641399416909621,0.4529319778075678,0.5495327102803739,0.9067796610169492,0.6261980830670927,output/mes/models/vits16_gastronet/0/linear/20260607_010732,0.930379746835443,0.1939655172413793,0.14864864864864866,0.5397489539748954,0.5501955671447197,0.973701955495617,0.930937279774489,0.9098915989159891
resnet50_1M,finetune,linear,1.0,100,256,6467,0.418,0.755,0.298,0.879,0.6268221574344023,0.41811723233014975,0.5682242990654206,0.9177966101694915,0.6495726495726496,output/mes/models/resnet50_1M/0/linear/20260607_011809,0.9335443037974683,0.15948275862068967,0.10472972972972973,0.5104602510460251,0.5241199478487614,0.9817936614969656,0.9386892177589852,0.8909214092140921
resnet50_5M,finetune,linear,1.0,100,256,6467,0.47,0.763,0.6,0.884,0.6478134110787171,0.47031792650488724,0.594392523364486,0.8813559322033898,0.6404833836858006,output/mes/models/resnet50_5M/0/linear/20260607_013640,0.9229957805907173,0.16810344827586207,0.30405405405405406,0.4476987447698745,0.5801825293350718,0.98583951449764,0.9062720225510923,0.9132791327913279
efficientnetb0,finetune,linear,1.0,100,364,6467,0.433,0.739,0.457,0.906,0.6274052478134111,0.43387788868474364,0.48411214953271026,0.9330508474576271,0.5933562428407789,output/mes/models/efficientnetb0/0/linear/20260607_014604,0.929324894514768,0.2801724137931034,0.09121621621621621,0.4309623430962343,0.49934810951760106,0.9683074848280513,0.9577167019027484,0.8997289972899729
vits16_imagenet,finetune,linear,1.0,100,364,6467,0.349,0.725,0.137,0.851,0.5889212827988338,0.35008480844555073,0.24299065420560748,0.9296610169491526,0.34759358288770054,output/mes/models/vits16_imagenet/0/linear/20260607_020507,0.9451476793248945,0.11206896551724138,0.14864864864864866,0.18410041841004185,0.31029986962190353,0.9656102494942683,0.9457364341085271,0.967479674796748
resnet50_imagenet,finetune,linear,1.0,100,364,6467,0.266,0.61,0.241,0.744,0.32653061224489793,0.2662581981224131,0.7140186915887851,0.3364406779661017,0.44941176470588234,output/mes/models/resnet50_imagenet/0/linear/20260607_022208,0.33755274261603374,0.10344827586206896,0.12837837837837837,0.7447698744769874,0.8357235984354628,0.9460552933243426,0.9513742071881607,0.4037940379403794
vits16_gastronet,finetune,linear,1.0,100,364,6467,0.395,0.729,0.437,0.809,0.5842565597667638,0.3955454274539478,0.5626168224299065,0.8796610169491526,0.6155419222903885,output/mes/models/vits16_gastronet/0/linear/20260607_023048,0.859704641350211,0.2672413793103448,0.037162162162162164,0.4769874476987448,0.5710560625814863,0.9554956169925826,0.923185341789993,0.8584010840108401
resnet50_200K,finetune,linear,1.0,100,364,6467,0.475,0.731,0.597,0.88,0.6303206997084548,0.4758164796859468,0.5869158878504673,0.8991525423728813,0.6487603305785123,output/mes/models/resnet50_200K/0/linear/20260607_023145,0.8839662447257384,0.3146551724137931,0.20608108108108109,0.4560669456066946,0.5932203389830508,0.9602157788267026,0.9090909090909091,0.9092140921409214
resnet50_1M,finetune,linear,1.0,100,364,6467,0.478,0.786,0.533,0.872,0.6332361516034986,0.4790158378521289,0.5663551401869159,0.8966101694915254,0.63125,output/mes/models/resnet50_1M/0/linear/20260607_024225,0.8924050632911392,0.2974137931034483,0.23310810810810811,0.42677824267782427,0.560625814863103,0.9743762643290627,0.9133192389006343,0.9112466124661247
efficientnetb0,finetune,linear,1.0,100,420,6467,0.242,0.524,0.242,0.545,0.2548104956268222,0.24290720828306253,0.48411214953271026,0.5008474576271187,0.3745480838756327,output/mes/models/efficientnetb0/0/linear/20260607_030411,0.21729957805907174,0.25,0.34121621621621623,0.301255230125523,0.6610169491525424,0.7687120701281187,0.7420718816067653,0.790650406504065
vits16_imagenet,finetune,linear,1.0,100,420,6467,0.266,0.568,0.3,0.601,0.30379008746355685,0.26538341495125967,0.6710280373831776,0.3864406779661017,0.4437577255871446,output/mes/models/vits16_imagenet/0/linear/20260607_031333,0.3027426160337553,0.16379310344827586,0.15878378378378377,0.6234309623430963,0.7105606258148631,0.942683749157114,0.7766032417195208,0.6138211382113821
resnet50_imagenet,finetune,linear,1.0,100,420,6467,0.304,0.676,0.424,0.769,0.360932944606414,0.30472315615836754,0.9196261682242991,0.29152542372881357,0.5281803542673108,output/mes/models/resnet50_imagenet/0/linear/20260607_032325,0.2921940928270042,0.05172413793103448,0.43243243243243246,0.8451882845188284,0.9022164276401564,0.9844908968307485,0.671599718111346,0.6395663956639567
resnet50_5M,finetune,linear,1.0,100,364,6467,0.433,0.753,0.443,0.903,0.6338192419825073,0.4333946774594186,0.5757009345794393,0.9008474576271186,0.6416666666666667,output/mes/models/resnet50_5M/0/linear/20260607_030339,0.9388185654008439,0.17672413793103448,0.16216216216216217,0.45188284518828453,0.560625814863103,0.9851652056641942,0.9245947850599013,0.8902439024390244
vits16_gastronet,finetune,linear,1.0,100,420,6467,0.458,0.78,0.437,0.85,0.6221574344023324,0.4578387255745656,0.6560747663551402,0.8737288135593221,0.6782608695652174,output/mes/models/vits16_gastronet/0/linear/20260607_033451,0.8681434599156118,0.27155172413793105,0.13513513513513514,0.5899581589958159,0.6584093872229465,0.9548213081591369,0.8999295278365046,0.8800813008130082
resnet50_200K,finetune,linear,1.0,100,420,6467,0.478,0.745,0.513,0.898,0.6513119533527697,0.4782841718562983,0.6149532710280374,0.9127118644067796,0.6804550155118925,output/mes/models/resnet50_200K/0/linear/20260607_033804,0.9251054852320675,0.2629310344827586,0.17567567567567569,0.5313807531380753,0.5984354628422425,0.9750505731625084,0.9302325581395349,0.8956639566395664
resnet50_1M,finetune,linear,1.0,100,420,6467,0.301,0.593,0.217,0.684,0.40816326530612246,0.3010164650615235,0.4672897196261682,0.7720338983050847,0.47438330170777987,output/mes/models/resnet50_1M/0/linear/20260607_040045,0.5485232067510548,0.40086206896551724,0.030405405405405407,0.3263598326359833,0.6975228161668839,0.7633175994605529,0.8632840028188865,0.8387533875338753
resnet50_5M,finetune,linear,1.0,100,420,6467,0.278,0.649,0.363,0.766,0.40233236151603496,0.27822552011954227,0.8616822429906542,0.43898305084745765,0.5560916767189384,output/mes/models/resnet50_5M/0/linear/20260607_040611,0.46835443037974683,0.004310344827586207,0.10472972972972973,0.895397489539749,0.8109517601043025,0.9986513823331086,0.7561663143058492,0.6395663956639567
